member_id,week_start,steps,gym_visits,points_earned
M00592,2022-12-05,12777.0,2,73.0
M00541,2022-04-04,19196.0,1,43.0
M00135,2023-10-30,3613.0,2,138.0
M00062,2022-08-22,7640.0,4,23.0
M00071,2023-10-23,17693.0,4,91.0
M00895,2022-09-26,15558.0,4,93.0
M00802,2022-08-08,7633.0,0,18.0
M00944,2023-07-10,9676.0,3,55.0
M00645,2023-09-18,15175.0,2,48.0
M00117,2023-07-17,11674.0,0,118.0
M00510,2022-05-30,15683.0,1,108.0
M00520,2023-11-27,18418.0,2,56.0
M00200,2022-08-29,11791.0,4,94.0
M00555,2022-06-06,7737.0,0,121.0
M00989,2022-06-20,9576.0,0,10.0
M00692,2023-04-24,4912.0,2,80.0
M00842,2022-02-07,3544.0,0,144.0
M00769,2023-09-18,15866.0,0,113.0
M00550,2023-02-20,7897.0,0,14.0
M00988,2023-12-11,6640.0,2,138.0
M00775,2022-02-07,7612.0,4,121.0
M00337,2022-05-09,19288.0,0,12.0
M00184,2022-05-09,3589.0,0,80.0
M00496,2023-10-23,10343.0,3,27.0
M00430,2023-12-04,9551.0,1,15.0
M00280,2023-08-28,8970.0,3,35.0
M00803,2022-03-21,12518.0,4,147.0
M00713,2022-03-28,14604.0,3,90.0
M00042,2023-08-21,9736.0,2,96.0
M00963,2022-12-12,16378.0,3,1.0
M00300,2023-04-10,17677.0,2,1.0
M00516,2023-06-12,13161.0,3,127.0
M00992,2023-12-04,4007.0,3,100.0
M00364,2022-08-01,10138.0,1,68.0
M00119,2023-06-19,,2,69.0
M00077,2022-06-06,19519.0,4,49.0
M00792,2023-06-19,13159.0,0,95.0
M00839,2023-05-01,14232.0,4,136.0
M00915,2023-02-06,8006.0,3,121.0
M00123,2023-04-10,12746.0,4,129.0
M00859,2023-05-08,5806.0,3,72.0
M00434,2022-03-07,7826.0,3,133.0
M00987,2023-10-23,16808.0,0,146.0
M00402,2023-04-17,15568.0,1,96.0
M00350,2022-10-31,9216.0,1,120.0
M00668,2023-05-01,19871.0,0,18.0
M00413,2023-07-24,2738.0,4,116.0
M00329,2023-05-08,,2,60.0
M00103,2023-11-13,6321.0,0,29.0
M00871,2023-08-28,4440.0,3,116.0
M00341,2022-02-21,11020.0,1,140.0
M00941,2023-09-04,9800.0,1,145.0
M00614,2022-07-11,15412.0,4,129.0
M00903,2023-01-16,,2,2.0
M00045,2023-04-10,15927.0,0,133.0
M00345,2023-06-19,4475.0,3,76.0
M00410,2022-09-26,17645.0,3,83.0
M00500,2022-08-15,2315.0,2,126.0
M00582,2023-07-10,18860.0,4,59.0
M00049,2023-06-05,2550.0,2,60.0
M00119,2022-07-18,4472.0,4,8.0
M00852,2023-09-11,10072.0,4,66.0
M00402,2022-04-25,11156.0,0,94.0
M00468,2022-09-12,4186.0,0,67.0
M00808,2022-02-07,6227.0,3,16.0
M00530,2022-11-14,8304.0,1,58.0
M00047,2022-04-04,14704.0,4,95.0
M00001,2023-07-31,10748.0,3,39.0
M00161,2022-09-12,8308.0,1,130.0
M00295,2023-06-12,19714.0,3,128.0
M00624,2023-07-31,,4,7.0
M00023,2023-08-14,8879.0,1,61.0
M00756,2022-07-18,11635.0,2,16.0
M00270,2023-10-02,5575.0,0,42.0
M00476,2023-07-17,12927.0,0,1.0
M00981,2022-12-05,13804.0,1,59.0
M00765,2022-01-10,5369.0,1,92.0
M00940,2023-05-01,19334.0,4,14.0
M00293,2023-09-11,12690.0,1,124.0
M00583,2023-07-31,14907.0,0,93.0
M00588,2023-05-01,15959.0,4,1.0
M00499,2023-03-27,12353.0,3,123.0
M00677,2022-11-14,17448.0,0,121.0
M00487,2023-03-13,13799.0,2,79.0
M00412,2023-11-13,2921.0,4,114.0
M00379,2023-08-14,6071.0,2,94.0
M00775,2022-05-23,12126.0,1,96.0
M00621,2022-07-04,10809.0,3,121.0
M00889,2023-03-13,12660.0,1,65.0
M00692,2022-06-06,3809.0,0,43.0
M00512,2023-11-27,2971.0,3,3.0
M00657,2023-11-27,3986.0,0,38.0
M00702,2023-10-30,10365.0,3,48.0
M00165,2022-09-26,18963.0,2,4.0
M00014,2023-02-06,7688.0,0,44.0
M00491,2022-11-07,18857.0,0,59.0
M00244,2023-07-17,15524.0,1,7.0
M00435,2022-04-04,7519.0,4,49.0
M00823,2022-05-30,16959.0,0,35.0
M00569,2022-04-25,4326.0,3,69.0
M00004,2022-07-18,2215.0,1,9.0
M00214,2022-09-19,6605.0,4,35.0
M00049,2023-09-18,6690.0,0,67.0
M00081,2022-08-01,17578.0,2,102.0
M00547,2023-11-13,8247.0,1,141.0
M00878,2023-02-06,5122.0,2,75.0
M00181,2023-09-25,10960.0,3,110.0
M00672,2022-04-25,17363.0,1,16.0
M00870,2022-06-06,3112.0,1,20.0
M00377,2023-11-13,6857.0,1,96.0
M00479,2023-07-24,16698.0,4,53.0
M00217,2023-08-14,4077.0,4,140.0
M00266,2022-05-16,10708.0,0,127.0
M00763,2023-10-30,8636.0,2,44.0
M00625,2023-06-12,13664.0,0,136.0
M00190,2022-01-24,14335.0,2,54.0
M00002,2023-05-22,7472.0,0,49.0
M00575,2023-06-05,3739.0,1,19.0
M00475,2022-12-05,15811.0,1,107.0
M00460,2023-10-16,10466.0,2,0.0
M00632,2022-06-27,12420.0,1,85.0
M00757,2022-08-08,6566.0,0,34.0
M00400,2022-07-11,2678.0,4,123.0
M00784,2022-12-19,2894.0,3,125.0
M00131,2022-10-03,16265.0,0,52.0
M00217,2022-09-12,10291.0,2,4.0
M00530,2022-12-19,8162.0,1,106.0
M00231,2023-01-30,16425.0,3,88.0
M00810,2023-07-10,8633.0,3,89.0
M00232,2023-05-15,7778.0,1,146.0
M00416,2023-04-10,7434.0,0,56.0
M00124,2022-01-17,7436.0,1,7.0
M00562,2023-05-29,10223.0,4,145.0
M00177,2023-03-13,19964.0,2,104.0
M00515,2022-03-21,4466.0,1,138.0
M00072,2023-07-03,19385.0,0,126.0
M00372,2023-09-25,13393.0,4,4.0
M00125,2022-12-19,6832.0,4,76.0
M00383,2022-03-14,13209.0,0,55.0
M00005,2022-02-07,12028.0,2,35.0
M00185,2022-03-21,10864.0,3,112.0
M00084,2023-07-24,18097.0,4,31.0
M00940,2022-06-20,9785.0,0,141.0
M00665,2023-11-13,17334.0,4,117.0
M00710,2022-06-27,6676.0,3,65.0
M00732,2023-09-04,9816.0,0,3.0
M00023,2023-02-06,13507.0,4,10.0
M00984,2023-07-10,100000.0,0,105.0
M00906,2022-09-05,7610.0,0,47.0
M00650,2022-09-05,9450.0,3,140.0
M00161,2022-05-23,8312.0,0,41.0
M00073,2023-10-16,15650.0,2,65.0
M00914,2022-12-05,17303.0,4,46.0
M00707,2023-08-07,10402.0,1,75.0
M00097,2023-02-20,5178.0,2,11.0
M00586,2023-03-06,2316.0,2,25.0
M00539,2022-05-09,6417.0,0,108.0
M00163,2022-03-14,17564.0,2,12.0
M00062,2023-06-26,,2,126.0
M00402,2023-11-27,10088.0,2,55.0
M00263,2023-07-10,,0,117.0
M00199,2022-01-17,19469.0,2,82.0
M00214,2023-01-30,15324.0,1,83.0
M00778,2023-08-21,5863.0,2,58.0
M00508,2023-04-24,13244.0,0,11.0
M00027,2023-01-02,6026.0,0,4.0
M00580,2023-04-03,10780.0,3,114.0
M00972,2022-03-21,8238.0,3,42.0
M00195,2023-03-06,10869.0,1,65.0
M00439,2022-11-07,,4,133.0
M00816,2023-01-30,17327.0,3,98.0
M00875,2022-01-10,19693.0,2,14.0
M00323,2023-12-04,,0,145.0
M00345,2023-01-16,13437.0,3,48.0
M00922,2022-05-09,17632.0,0,1.0
M00936,2023-02-27,9521.0,2,132.0
M00839,2022-06-13,16134.0,0,36.0
M00814,2022-01-31,5973.0,0,5.0
M00610,2022-06-27,8593.0,3,41.0
M00202,2023-10-02,19220.0,0,50.0
M00451,2022-08-29,11257.0,2,15.0
M00760,2022-05-09,5045.0,1,72.0
M00348,2022-08-01,6431.0,0,66.0
M00011,2023-07-31,14253.0,0,80.0
M00435,2022-10-31,15321.0,2,29.0
M00032,2022-05-09,3959.0,4,26.0
M00840,2023-08-07,15079.0,2,87.0
M00148,2023-07-17,4406.0,3,63.0
M00645,2022-03-21,9246.0,3,38.0
M00894,2022-08-29,2132.0,1,134.0
M00937,2023-09-18,10867.0,0,72.0
M00269,2023-02-06,9154.0,1,143.0
M00715,2023-05-15,15289.0,1,55.0
M00634,2023-12-25,2789.0,0,10.0
M00098,2022-06-20,7511.0,0,136.0
M00236,2022-06-20,2990.0,2,0.0
M00643,2023-08-21,16899.0,1,43.0
M00911,2022-03-28,,1,34.0
M00764,2022-10-17,15598.0,3,83.0
M00252,2022-04-11,9988.0,1,7.0
M00865,2022-06-06,16726.0,2,70.0
M00568,2022-07-11,8273.0,4,36.0
M00892,2022-03-28,19982.0,1,100.0
M00939,2023-10-30,8696.0,2,132.0
M00761,2023-06-05,9958.0,2,20.0
M00202,2022-10-31,11905.0,4,4.0
M00249,2023-06-26,5542.0,2,22.0
M00963,2022-12-26,3696.0,3,70.0
M00814,2022-08-29,12282.0,4,64.0
M00373,2022-11-21,11682.0,3,146.0
M00176,2022-08-29,5126.0,1,1.0
M00105,2022-12-12,5425.0,1,139.0
M00974,2023-12-25,10868.0,2,24.0
M00245,2023-08-28,3272.0,2,123.0
M00225,2022-10-03,19734.0,4,81.0
M00865,2023-06-19,14416.0,1,125.0
M00932,2023-05-01,9934.0,0,60.0
M00663,2023-10-09,6003.0,2,43.0
M00439,2022-10-17,5264.0,4,8.0
M00311,2022-04-11,2688.0,2,148.0
M00509,2023-02-20,19966.0,4,102.0
M00054,2023-02-06,17998.0,1,140.0
M00381,2023-04-24,11515.0,2,140.0
M00321,2022-08-15,6907.0,2,
M00219,2022-10-03,2364.0,0,27.0
M00819,2022-01-10,18899.0,1,100.0
M00928,2022-08-15,18959.0,4,88.0
M00469,2022-06-20,6917.0,0,108.0
M00748,2023-02-13,,4,103.0
M00896,2022-07-04,8908.0,2,53.0
M00404,2023-01-23,10142.0,3,78.0
M00347,2022-06-20,9909.0,2,130.0
M00676,2022-01-31,16330.0,1,92.0
M00489,2023-03-06,3373.0,4,94.0
M00800,2022-10-24,8470.0,0,58.0
M00359,2023-12-25,15863.0,2,118.0
M00057,2023-04-17,11882.0,4,119.0
M00541,2023-06-26,12150.0,0,17.0
M00942,2023-07-17,7242.0,2,60.0
M00087,2023-09-25,10923.0,3,124.0
M00378,2022-09-05,16112.0,3,117.0
M00931,2023-11-13,19217.0,2,43.0
M00079,2022-03-07,12344.0,1,111.0
M00363,2022-05-30,15510.0,3,36.0
M00970,2023-08-21,16860.0,4,72.0
M00308,2022-07-11,15151.0,1,142.0
M00911,2022-11-28,18668.0,1,115.0
M00089,2023-02-20,9491.0,2,124.0
M00977,2023-08-07,5538.0,4,46.0
M00691,2023-03-13,6233.0,4,46.0
M00287,2022-01-10,18459.0,0,14.0
M00971,2022-06-06,17033.0,3,41.0
M00596,2022-12-19,16037.0,3,118.0
M00223,2023-11-13,11087.0,1,61.0
M00656,2023-07-10,15666.0,1,24.0
M00164,2022-07-11,14985.0,2,11.0
M00295,2023-06-26,3744.0,4,8.0
M00651,2022-01-03,9237.0,3,124.0
M00660,2022-04-11,5341.0,0,89.0
M00986,2022-04-11,6251.0,3,36.0
M00312,2023-09-11,15500.0,3,136.0
M00753,2022-10-24,15221.0,3,45.0
M00755,2022-01-31,15510.0,1,94.0
M00474,2023-05-15,15386.0,4,100.0
M00170,2023-08-21,17904.0,4,6.0
M00047,2023-12-18,5778.0,3,132.0
M00006,2022-09-19,7013.0,4,124.0
M00877,2023-03-13,8236.0,2,59.0
M00547,2023-12-18,2645.0,1,35.0
M00904,2022-10-24,,1,0.0
M00071,2022-12-19,11653.0,4,128.0
M00293,2023-06-26,9094.0,3,40.0
M00178,2023-07-31,16649.0,3,135.0
M00123,2022-06-27,10718.0,3,40.0
M00757,2023-12-11,12903.0,4,122.0
M00912,2023-11-06,6458.0,3,106.0
M00521,2022-11-14,11917.0,4,89.0
M00843,2022-03-21,11920.0,0,92.0
M00725,2023-10-09,8765.0,4,103.0
M00828,2022-03-21,16686.0,2,108.0
M00563,2022-07-18,6054.0,3,3.0
M00814,2023-02-27,13243.0,3,1.0
M00327,2022-10-10,2128.0,1,46.0
M00908,2022-05-16,10400.0,4,147.0
M00576,2023-11-13,10237.0,0,29.0
M00883,2022-11-14,8635.0,3,81.0
M00744,2022-07-25,14251.0,1,29.0
M00533,2023-10-09,2000.0,4,109.0
M00005,2022-09-26,10004.0,1,98.0
M00006,2022-10-03,16794.0,0,0.0
M00043,2022-12-19,3634.0,4,57.0
M00282,2022-01-10,11095.0,3,66.0
M00861,2023-09-18,13363.0,4,22.0
M00566,2023-03-27,3894.0,3,149.0
M00896,2022-07-11,7656.0,2,48.0
M00131,2022-12-19,7266.0,3,118.0
M00651,2022-02-21,6850.0,1,62.0
M00215,2022-08-01,4061.0,0,47.0
M00025,2022-09-26,17136.0,4,43.0
M00908,2023-02-20,5364.0,2,50.0
M00577,2023-07-31,11066.0,2,124.0
M00260,2023-06-19,7018.0,2,40.0
M00436,2022-04-18,2268.0,1,97.0
M00383,2022-06-06,9622.0,3,56.0
M00961,2022-03-14,5409.0,2,11.0
M00710,2023-09-04,15747.0,0,81.0
M00418,2023-01-09,14374.0,0,59.0
M00475,2023-05-29,5495.0,4,63.0
M00109,2023-04-24,19638.0,0,3.0
M00528,2022-03-21,7823.0,3,146.0
M00715,2022-09-05,13962.0,3,106.0
M00654,2023-01-30,13871.0,2,60.0
M00870,2022-06-27,15044.0,3,41.0
M00625,2023-10-02,14239.0,3,19.0
M00586,2023-07-10,10185.0,2,111.0
M00957,2023-04-03,,4,95.0
M00565,2023-09-18,15258.0,3,19.0
M00118,2022-01-24,14237.0,3,15.0
M00186,2023-10-09,12687.0,1,56.0
M00575,2022-04-18,4183.0,4,18.0
M00141,2022-05-30,6856.0,2,12.0
M00301,2023-03-20,12493.0,1,19.0
M00226,2023-05-01,18712.0,1,106.0
M00225,2023-10-02,12767.0,4,75.0
M00183,2022-03-14,12009.0,3,34.0
M00161,2022-10-17,8407.0,2,137.0
M00062,2023-08-14,5942.0,4,75.0
M00935,2023-09-18,11203.0,1,23.0
M00397,2022-09-26,7179.0,0,68.0
M00593,2022-11-21,4015.0,2,57.0
M00841,2022-05-30,4505.0,0,97.0
M00397,2022-07-25,13723.0,3,59.0
M00016,2022-07-25,10890.0,4,108.0
M00229,2022-08-15,13640.0,3,10.0
M00438,2023-12-25,13677.0,4,72.0
M00414,2022-07-25,17838.0,1,39.0
M00935,2022-09-12,19084.0,3,73.0
M00609,2023-01-02,17496.0,0,33.0
M00360,2022-07-25,9983.0,1,61.0
M00832,2022-06-27,5269.0,4,78.0
M00838,2022-02-07,9615.0,1,94.0
M00652,2023-01-09,15859.0,0,4.0
M00130,2023-01-23,16297.0,2,50.0
M00929,2022-01-24,17719.0,4,96.0
M00655,2023-07-03,14811.0,2,57.0
M00849,2022-09-05,6998.0,1,122.0
M00692,2023-03-13,3495.0,3,92.0
M00163,2022-01-17,3090.0,4,2.0
M00351,2023-01-30,17281.0,1,22.0
M00478,2023-07-10,6569.0,4,9.0
M00635,2022-04-18,12436.0,0,46.0
M00038,2022-10-03,16950.0,1,31.0
M00976,2023-01-02,8786.0,3,120.0
M00298,2023-09-25,10799.0,4,47.0
M00877,2022-02-07,19111.0,3,35.0
M00232,2022-05-23,13976.0,3,87.0
M00849,2023-06-19,19026.0,0,53.0
M00764,2022-02-28,13977.0,2,19.0
M00519,2023-03-13,15090.0,1,130.0
M00568,2022-10-24,6043.0,2,130.0
M00901,2023-05-15,9760.0,2,59.0
M00168,2022-07-11,11283.0,0,122.0
M00829,2022-11-07,12480.0,3,22.0
M00731,2023-02-06,11926.0,3,29.0
M00065,2023-07-31,5766.0,1,47.0
M00194,2022-07-18,17569.0,0,44.0
M00452,2023-10-23,18537.0,4,36.0
M00961,2023-01-09,19591.0,3,149.0
M00605,2023-01-30,4615.0,1,51.0
M00853,2022-08-15,7319.0,4,1.0
M00170,2023-05-01,3980.0,2,13.0
M00931,2023-03-20,4889.0,0,17.0
M00738,2022-01-24,12801.0,4,113.0
M00231,2022-04-18,10900.0,3,14.0
M00962,2022-01-17,17855.0,1,36.0
M00281,2023-09-11,14810.0,1,129.0
M00006,2023-03-13,8002.0,0,118.0
M00264,2023-07-17,10165.0,2,106.0
M00931,2022-05-30,14241.0,3,83.0
M00053,2023-07-24,11575.0,2,73.0
M00019,2023-10-30,5645.0,0,68.0
M00265,2022-05-02,4121.0,0,31.0
M00161,2023-01-30,4941.0,2,56.0
M00776,2023-09-18,12503.0,4,60.0
M00806,2022-06-20,,4,4.0
M00160,2022-07-11,18568.0,0,84.0
M00023,2022-10-03,9655.0,4,145.0
M00162,2022-06-06,2729.0,4,47.0
M00343,2022-02-21,14267.0,1,39.0
M00942,2022-03-28,2566.0,2,67.0
M00416,2022-10-31,3311.0,1,95.0
M00385,2022-11-21,13615.0,1,55.0
M00007,2022-03-07,9736.0,0,131.0
M00875,2022-10-10,14292.0,0,144.0
M00880,2023-04-10,16198.0,0,51.0
M00536,2023-05-29,2623.0,1,124.0
M00130,2022-12-05,9616.0,3,17.0
M00767,2023-03-20,10689.0,1,127.0
M00256,2022-04-11,8065.0,1,24.0
M00250,2023-09-04,10414.0,1,60.0
M00914,2023-02-27,19544.0,4,137.0
M00339,2023-05-29,5834.0,4,79.0
M00618,2022-12-26,19380.0,0,131.0
M00356,2023-08-14,7949.0,1,127.0
M00312,2022-11-14,12452.0,1,31.0
M00860,2023-02-13,10778.0,0,58.0
M00483,2022-11-28,4984.0,2,145.0
M00032,2023-12-11,13768.0,3,116.0
M00589,2022-09-26,4723.0,3,91.0
M00838,2022-10-17,17590.0,2,117.0
M00093,2022-12-19,3004.0,0,129.0
M00522,2022-12-12,3775.0,2,148.0
M00891,2023-10-02,19498.0,3,123.0
M00936,2023-04-03,12881.0,2,115.0
M00842,2022-10-10,18996.0,1,126.0
M00034,2023-02-06,13802.0,4,103.0
M00852,2022-01-24,12769.0,1,52.0
M00623,2022-12-05,18076.0,3,136.0
M00289,2022-01-17,19787.0,4,27.0
M00971,2022-08-08,18394.0,4,60.0
M00344,2022-11-21,3997.0,2,58.0
M00609,2023-03-06,15827.0,1,74.0
M00508,2023-11-13,9782.0,2,113.0
M00313,2022-04-18,2554.0,3,125.0
M00662,2023-04-17,10955.0,4,64.0
M00944,2022-05-02,6646.0,2,115.0
M00204,2023-10-02,16138.0,4,87.0
M00222,2022-02-07,18024.0,1,9.0
M00032,2023-03-27,2754.0,3,91.0
M00637,2023-07-10,10528.0,1,49.0
M00620,2022-09-12,13584.0,2,96.0
M00723,2023-05-22,19500.0,2,62.0
M00429,2023-03-13,6203.0,0,85.0
M01000,2023-07-17,5421.0,1,98.0
M00002,2023-11-27,8552.0,3,57.0
M00507,2023-11-13,4793.0,4,
M00462,2023-02-13,15945.0,0,88.0
M00183,2023-10-23,14874.0,3,27.0
M00059,2022-08-22,7327.0,1,119.0
M00289,2022-09-12,6168.0,4,58.0
M00096,2022-08-22,13354.0,3,3.0
M00505,2022-11-07,4867.0,0,110.0
M00762,2023-12-04,,4,123.0
M00617,2022-01-03,9402.0,1,112.0
M00211,2023-01-02,15117.0,4,59.0
M00782,2023-03-06,5287.0,1,61.0
M00964,2022-04-11,18549.0,2,10.0
M00962,2023-10-23,18817.0,2,19.0
M00458,2022-12-19,17420.0,1,134.0
M00571,2022-04-04,6165.0,3,94.0
M00989,2023-11-13,4232.0,0,61.0
M00783,2023-02-13,16462.0,2,134.0
M00927,2022-12-26,2139.0,3,118.0
M00993,2022-01-03,6251.0,4,63.0
M00029,2023-11-20,12570.0,2,131.0
M00203,2023-06-05,9955.0,3,141.0
M00112,2022-04-25,6416.0,0,85.0
M00365,2023-01-23,16223.0,4,88.0
M01000,2022-01-31,10082.0,2,35.0
M00123,2022-04-25,10393.0,2,89.0
M00713,2022-05-02,15281.0,0,23.0
M00303,2023-09-11,14873.0,1,81.0
M00697,2023-01-16,19853.0,2,20.0
M00570,2023-11-20,6896.0,1,62.0
M00861,2022-11-21,19369.0,0,46.0
M00255,2023-07-10,5553.0,0,68.0
M00229,2022-12-05,6748.0,3,14.0
M00341,2022-06-06,16693.0,2,3.0
M00927,2023-12-25,10029.0,4,126.0
M00565,2022-05-23,3889.0,4,131.0
M00342,2022-07-18,3828.0,0,113.0
M00832,2023-02-20,17378.0,4,82.0
M00756,2022-11-14,17169.0,4,131.0
M00338,2023-11-27,9197.0,4,61.0
M00258,2022-03-07,15727.0,3,101.0
M00060,2023-08-07,12595.0,3,87.0
M00982,2023-01-02,15675.0,0,125.0
M00229,2022-02-14,3359.0,4,33.0
M00340,2022-07-25,2084.0,0,129.0
M00432,2023-10-09,3141.0,0,42.0
M00816,2023-01-16,19445.0,0,71.0
M00118,2023-03-27,14770.0,3,20.0
M00957,2022-05-23,6231.0,3,139.0
M00900,2022-02-14,8438.0,2,35.0
M00026,2022-10-31,18699.0,4,122.0
M00340,2023-04-17,5639.0,1,0.0
M00662,2023-12-18,17353.0,3,102.0
M00171,2022-04-11,10209.0,1,143.0
M00253,2023-11-13,2148.0,4,48.0
M00532,2022-01-10,6535.0,4,5.0
M00349,2023-12-04,14171.0,3,123.0
M00304,2022-01-17,8149.0,1,12.0
M00377,2022-11-28,11210.0,0,8.0
M00351,2023-04-17,13324.0,0,118.0
M00573,2022-11-21,8005.0,3,102.0
M00151,2022-10-24,12307.0,1,88.0
M00748,2023-11-27,14540.0,3,73.0
M00829,2022-07-04,19267.0,0,131.0
M00230,2022-01-24,14247.0,4,24.0
M00336,2022-09-05,4562.0,3,79.0
M00703,2023-07-31,13245.0,0,62.0
M00275,2023-11-13,12854.0,4,39.0
M00715,2023-07-10,13085.0,3,107.0
M00204,2022-12-26,2387.0,3,68.0
M00228,2022-11-07,18387.0,0,83.0
M00269,2023-12-25,,0,130.0
M00898,2022-12-19,4427.0,4,127.0
M00179,2023-08-21,14320.0,2,64.0
M00843,2022-08-08,19418.0,4,125.0
M00257,2022-01-10,19099.0,3,50.0
M00681,2022-04-25,3532.0,3,24.0
M00906,2022-06-06,8328.0,3,40.0
M00515,2022-10-31,11369.0,0,4.0
M00008,2022-11-14,15143.0,3,133.0
M00336,2022-03-21,3902.0,3,75.0
M00932,2023-01-09,19305.0,4,45.0
M00619,2022-03-28,2693.0,0,109.0
M00040,2023-05-29,16847.0,4,132.0
M00935,2023-04-17,10858.0,2,60.0
M00980,2023-05-08,19635.0,4,129.0
M00431,2023-04-03,18485.0,4,2.0
M00887,2022-04-11,14545.0,2,134.0
M00700,2023-11-27,18342.0,4,89.0
M00776,2023-03-06,3800.0,3,96.0
M00330,2023-05-22,2071.0,3,61.0
M00243,2022-06-13,16695.0,1,53.0
M00165,2023-05-01,,0,52.0
M00959,2023-02-27,5049.0,3,8.0
M00480,2023-05-08,5903.0,0,128.0
M00283,2023-07-10,9408.0,4,142.0
M00095,2023-07-17,19817.0,1,88.0
M00131,2023-10-16,11894.0,3,107.0
M00935,2023-05-15,7647.0,4,35.0
M00774,2022-01-17,8690.0,1,137.0
M00209,2023-09-11,16102.0,4,118.0
M00522,2022-07-18,5211.0,0,49.0
M00981,2022-05-23,10119.0,4,68.0
M00925,2023-01-09,18691.0,4,97.0
M00541,2022-02-07,15074.0,4,102.0
M00660,2023-08-28,12081.0,1,101.0
M00847,2022-03-14,12173.0,4,15.0
M00578,2023-05-01,6487.0,1,78.0
M00481,2022-07-04,15938.0,1,41.0
M00524,2023-09-25,18470.0,2,1.0
M00525,2023-06-19,2865.0,4,39.0
M00364,2023-02-20,13940.0,3,58.0
M00423,2023-05-22,10344.0,1,60.0
M00935,2023-05-15,2617.0,4,75.0
M00614,2022-07-04,12529.0,3,35.0
M00685,2022-08-08,11710.0,0,30.0
M00213,2023-10-09,5921.0,3,122.0
M00169,2022-08-15,16219.0,1,6.0
M00208,2022-01-31,2937.0,1,122.0
M00994,2023-12-11,15158.0,1,89.0
M00859,2022-02-28,3614.0,2,19.0
M00427,2022-03-28,9435.0,3,97.0
M00574,2023-11-06,17694.0,4,144.0
M00899,2023-10-16,5407.0,4,5.0
M00521,2023-09-11,14092.0,1,122.0
M00940,2022-02-07,16802.0,3,85.0
M00637,2023-12-18,5654.0,0,80.0
M00674,2023-05-29,3264.0,3,147.0
M00019,2022-09-05,14283.0,4,105.0
M00486,2022-12-12,19936.0,1,40.0
M00858,2023-02-27,13521.0,3,91.0
M00087,2022-11-28,15302.0,2,113.0
M00530,2023-07-31,6318.0,1,108.0
M00237,2022-03-14,7645.0,2,134.0
M00174,2022-04-25,18868.0,1,66.0
M00104,2022-01-10,12430.0,4,143.0
M00937,2022-02-14,8409.0,0,76.0
M00237,2023-01-30,14844.0,3,49.0
M00638,2022-08-01,8359.0,3,81.0
M00561,2023-02-13,12385.0,1,43.0
M00102,2023-10-23,16858.0,0,30.0
M00948,2022-11-14,8897.0,0,66.0
M00586,2023-07-17,9349.0,4,2.0
M00171,2023-07-03,17851.0,2,89.0
M00138,2022-02-14,7248.0,3,102.0
M00597,2023-10-16,4612.0,1,101.0
M00678,2023-12-18,7983.0,0,74.0
M00038,2022-04-04,15344.0,3,100.0
M00943,2023-10-23,10274.0,3,6.0
M00391,2022-02-28,5096.0,3,26.0
M00761,2022-02-28,7193.0,0,6.0
M00780,2022-01-10,7763.0,4,7.0
M00820,2023-08-21,4477.0,3,99.0
M00617,2022-04-18,13766.0,0,41.0
M00417,2022-01-10,3989.0,0,84.0
M00985,2023-07-03,11611.0,1,60.0
M00860,2023-05-01,14989.0,4,19.0
M00024,2022-06-06,11043.0,4,78.0
M00432,2022-07-11,9485.0,4,86.0
M00287,2022-10-24,15629.0,0,78.0
M00082,2023-03-13,8309.0,0,50.0
M00255,2022-04-25,8288.0,4,73.0
M00535,2022-09-05,12761.0,0,129.0
M00327,2022-05-09,13552.0,4,115.0
M00498,2022-01-31,9204.0,1,127.0
M00584,2022-06-06,10577.0,2,29.0
M00630,2022-05-09,17277.0,2,90.0
M00399,2022-01-03,,2,144.0
M00550,2022-07-04,17892.0,2,100.0
M00156,2022-10-24,4165.0,1,48.0
M00859,2022-06-20,2197.0,0,3.0
M00127,2023-01-09,11697.0,1,28.0
M00277,2022-02-07,11208.0,3,136.0
M00027,2023-11-27,4515.0,0,80.0
M00943,2023-07-17,17950.0,4,73.0
M00568,2023-06-12,9670.0,3,80.0
M00637,2022-06-20,18022.0,3,107.0
M00874,2023-05-29,19641.0,1,114.0
M00910,2022-11-14,17722.0,3,16.0
M00021,2023-12-18,,1,89.0
M00526,2023-02-13,7018.0,3,47.0
M00241,2023-01-16,18720.0,1,112.0
M00107,2022-06-13,7608.0,0,37.0
M00582,2023-06-05,16027.0,3,0.0
M00716,2022-06-13,,1,54.0
M00540,2022-01-17,,2,137.0
M00881,2022-10-03,13493.0,2,115.0
M00221,2022-05-16,18358.0,3,54.0
M00933,2023-08-28,2099.0,1,94.0
M00614,2023-04-24,16941.0,0,124.0
M00067,2023-11-27,19404.0,3,23.0
M00636,2023-06-19,4331.0,0,27.0
M00801,2023-11-27,18148.0,1,91.0
M00242,2023-05-01,19259.0,2,107.0
M00524,2023-04-03,15910.0,1,50.0
M00396,2023-10-09,9305.0,0,125.0
M00203,2023-04-24,16873.0,2,146.0
M00220,2023-07-03,15601.0,3,92.0
M00691,2022-02-21,7889.0,2,122.0
M00419,2023-11-13,2990.0,3,4.0
M00226,2023-01-16,15038.0,3,91.0
M00214,2022-09-12,18426.0,2,54.0
M00359,2023-09-18,4035.0,2,45.0
M00501,2023-05-22,11837.0,0,142.0
M00471,2023-05-15,6242.0,2,149.0
